Id;Date;Type;Product;Quantity;Price per unit;;;
9278;24.11.2013;RESUPPLY;CQeN00UBlu;50;25;;;
9279;24.11.2013;RESUPPLY;CSeC00UBla;50;25;;;
9280;24.11.2013;RESUPPLY;CSeC00UGry;50;25;;;
9281;24.11.2013;RESUPPLY;CSeC00UPin;50;25;;;
9282;24.11.2013;RESUPPLY;CSeC00UBlu;50;25;;;
9283;24.11.2013;RESUPPLY;CSeC00URed;50;25;;;
9284;24.11.2013;RESUPPLY;CPlS00UBla;50;25;;;
9285;24.11.2013;RESUPPLY;CPlS00UWhi;50;25;;;
9286;24.11.2013;RESUPPLY;CPlS00UPin;50;25;;;
9287;24.11.2013;RESUPPLY;CPlS00ULBl;50;25;;;
9288;25.11.2013;SALE;BHaP02MGry;1;110;;;
9289;25.11.2013;SALE;BHaP03MGry;2;110;;;
9290;25.11.2013;SALE;BHaP03WGry;1;110;;;
9291;25.11.2013;SALE;BPlS05WBlu;1;110;;;
9292;25.11.2013;SALE;BPlS05WWhi;1;110;;;
9293;25.11.2013;SALE;CHaP00UWhi;2;35;;;
9294;25.11.2013;SALE;CPlS00ULBl;4;35;;;
9295;25.11.2013;SALE;CQeN00UPin;3;35;;;
9296;25.11.2013;SALE;CSeC00UBlu;2;35;;;
9297;25.11.2013;SALE;KLeZ03MBla;1;55;;;
9298;25.11.2013;SALE;KLeZ04MBla;5;55;;;
9299;25.11.2013;SALE;QPlS00UWhi;1;40;;;
9300;25.11.2013;SALE;TCzK00UGry;1;95;;;
9301;25.11.2013;SALE;TCzK00UWhi;1;95;;;
9302;25.11.2013;SALE;TStW00UBla;1;95;;;
9303;26.11.2013;SALE;BHaP04MGry;1;110;;;
9304;26.11.2013;SALE;BHaP04WGry;2;110;;;
9305;26.11.2013;SALE;BHaP05WGry;2;110;;;
9306;26.11.2013;SALE;BPlS01MBla;2;110;;;
9307;26.11.2013;SALE;BPlS01WGry;2;110;;;
9308;26.11.2013;SALE;BPlS02MBla;1;110;;;
9309;26.11.2013;SALE;BPlS02WGry;3;110;;;
9310;26.11.2013;SALE;CHaP00UGry;2;35;;;
9311;26.11.2013;SALE;CQeN00UBlu;3;35;;;
9312;26.11.2013;SALE;CSeC00URed;2;35;;;
9313;26.11.2013;SALE;KLeZ01MGry;1;55;;;
9314;26.11.2013;SALE;KLeZ05MBla;2;55;;;
9315;26.11.2013;SALE;QHaP00UGry;1;60;;;
9316;26.11.2013;SALE;TCzK00UEco;1;95;;;
9317;26.11.2013;SALE;TCzK00UGry;1;95;;;
9318;26.11.2013;SALE;TCzK00UWhi;1;95;;;
9319;27.11.2013;SALE;BHaP01MRed;2;110;;;
9320;27.11.2013;SALE;BHaP01WPin;2;110;;;
9321;27.11.2013;SALE;BHaP02WPin;1;110;;;
9322;27.11.2013;SALE;BHaP05MGry;1;110;;;
9323;27.11.2013;SALE;BPlS01WBla;1;110;;;
9324;27.11.2013;SALE;BPlS02WBla;1;110;;;
9325;27.11.2013;SALE;BPlS03MBla;1;110;;;
9326;27.11.2013;SALE;BPlS03WGry;2;110;;;
9327;27.11.2013;SALE;BPlS04MBla;2;110;;;
9328;27.11.2013;SALE;BPlS04WGry;1;110;;;
9329;27.11.2013;SALE;CThS00UBla;2;35;;;
9330;27.11.2013;SALE;KLeZ02MGry;5;55;;;
9331;27.11.2013;SALE;KLeZ03MGry;2;55;;;
9332;27.11.2013;SALE;QHaP00UEco;1;60;;;
9333;27.11.2013;SALE;QPlS00UGry;1;40;;;
9334;27.11.2013;SALE;QStW00UWhi;1;60;;;
9335;27.11.2013;SALE;QThS00UBla;1;60;;;
9336;27.11.2013;SALE;QThS00UEco;1;60;;;
9337;27.11.2013;SALE;TCzK00UEco;1;95;;;
9338;27.11.2013;SALE;TCzK00UGry;1;95;;;
9339;27.11.2013;SALE;TCzK00UWhi;1;95;;;
9340;28.11.2013;SALE;BHaP02MRed;1;110;;;
9341;28.11.2013;SALE;BHaP03MRed;1;110;;;
9342;28.11.2013;SALE;BHaP03WPin;2;110;;;
9343;28.11.2013;SALE;BPlS03WBla;1;110;;;
9344;28.11.2013;SALE;BPlS04WBla;1;110;;;
9345;28.11.2013;SALE;BPlS05MBla;1;110;;;
9346;28.11.2013;SALE;BPlS05WGry;2;110;;;
9347;28.11.2013;SALE;CPlS00UBla;1;35;;;
9348;28.11.2013;SALE;CThS00UWhi;2;35;;;
9349;28.11.2013;SALE;KLeZ04MGry;1;55;;;
9350;28.11.2013;SALE;KLeZ05MGry;5;55;;;
9351;28.11.2013;SALE;QPlS00UBlu;1;40;;;
9352;28.11.2013;SALE;QThS00UBla;1;60;;;
9353;28.11.2013;SALE;TCzK00UEco;1;95;;;
9354;28.11.2013;SALE;TCzK00UGry;1;95;;;
9355;28.11.2013;SALE;TCzK00UWhi;1;95;;;
9356;29.11.2013;SALE;BHaP04MRed;1;110;;;
9357;29.11.2013;SALE;BHaP04WPin;2;110;;;
9358;29.11.2013;SALE;BHaP05WPin;1;110;;;
9359;29.11.2013;SALE;BPlS01MWhi;1;110;;;
9360;29.11.2013;SALE;BPlS01WBlu;3;110;;;
9361;29.11.2013;SALE;BPlS02MWhi;1;110;;;
9362;29.11.2013;SALE;BPlS02WBlu;1;110;;;
9363;29.11.2013;SALE;BPlS05WBla;1;110;;;
9364;29.11.2013;SALE;CPlS00UWhi;1;35;;;
9365;29.11.2013;SALE;CThS00URed;2;35;;;
9366;29.11.2013;SALE;KQeN01WWhi;2;55;;;
9367;29.11.2013;SALE;KQeN02WWhi;1;55;;;
9368;29.11.2013;SALE;QThS00UWhi;1;60;;;
9369;29.11.2013;SALE;TCzK00UEco;1;95;;;
9370;29.11.2013;SALE;TCzK00UGry;1;95;;;
9371;30.11.2013;SALE;BHaP01MBlu;1;110;;;
9372;30.11.2013;SALE;BHaP01WLBl;2;110;;;
9373;30.11.2013;SALE;BHaP02WLBl;2;110;;;
9374;30.11.2013;SALE;BHaP05MRed;2;110;;;
9375;30.11.2013;SALE;BPlS01WWhi;1;110;;;
9376;30.11.2013;SALE;BPlS02WWhi;1;110;;;
9377;30.11.2013;SALE;BPlS03MWhi;2;110;;;
9378;30.11.2013;SALE;BPlS03WBlu;2;110;;;
9379;30.11.2013;SALE;BPlS04MWhi;1;110;;;
9380;30.11.2013;SALE;BPlS04WBlu;3;110;;;
9381;30.11.2013;SALE;CIrM00UBla;2;35;;;
9382;30.11.2013;SALE;CPlS00UPin;1;35;;;
9383;30.11.2013;SALE;KQeN03WWhi;5;55;;;
9384;30.11.2013;SALE;KQeN04WWhi;2;55;;;
9385;30.11.2013;SALE;TCzK00UEco;1;95;;;
9386;01.12.2013;SALE;BCzK01WBla;2;110;;;
9387;01.12.2013;SALE;BCzK02WBla;1;110;;;
9388;01.12.2013;SALE;BHaP02MBlu;1;110;;;
9389;01.12.2013;SALE;BHaP03MBlu;2;110;;;
9390;01.12.2013;SALE;BHaP03WLBl;2;110;;;
9391;01.12.2013;SALE;BPlS01WBla;3;110;;;
9392;01.12.2013;SALE;BPlS02WBla;1;110;;;
9393;01.12.2013;SALE;BPlS03WWhi;1;110;;;
9394;01.12.2013;SALE;BPlS04WWhi;1;110;;;
9395;01.12.2013;SALE;BPlS05MWhi;1;110;;;
9396;01.12.2013;SALE;BPlS05WBlu;2;110;;;
9397;01.12.2013;SALE;CIrM00UWhi;2;35;;;
9398;01.12.2013;SALE;CPlS00ULBl;1;35;;;
9399;01.12.2013;SALE;KQeN01WBla;5;55;;;
9400;01.12.2013;SALE;KQeN05WWhi;1;55;;;
9401;01.12.2013;SALE;TStW00UBla;1;95;;;
9402;02.12.2013;SALE;BCzK03WBla;2;110;;;
9403;02.12.2013;SALE;BCzK04WBla;2;110;;;
9404;02.12.2013;SALE;BHaP01WBla;1;110;;;
9405;02.12.2013;SALE;BHaP04MBlu;1;110;;;
9406;02.12.2013;SALE;BHaP04WLBl;1;110;;;
9407;02.12.2013;SALE;BHaP05WLBl;2;110;;;
9408;02.12.2013;SALE;BPlS01MBla;1;110;;;
9409;02.12.2013;SALE;BPlS01MGry;2;110;;;
9410;02.12.2013;SALE;BPlS02MBla;2;110;;;
9411;02.12.2013;SALE;BPlS02MGry;1;110;;;
9412;02.12.2013;SALE;BPlS03WBla;2;110;;;
9413;02.12.2013;SALE;BPlS04WBla;1;110;;;
9414;02.12.2013;SALE;BPlS05WWhi;1;110;;;
9415;02.12.2013;SALE;CIrM00UGry;2;35;;;
9416;02.12.2013;SALE;KQeN02WBla;2;55;;;
9417;02.12.2013;SALE;KQeN03WBla;1;55;;;
9418;02.12.2013;SALE;QPlS00UBla;1;40;;;
9419;02.12.2013;SALE;TCzK00UBla;2;95;;;
9420;03.12.2013;SALE;BCzK05WBla;1;110;;;
9421;03.12.2013;SALE;BHaP01MBla;2;110;;;
9422;03.12.2013;SALE;BHaP02MBla;1;110;;;
9423;03.12.2013;SALE;BHaP02WBla;1;110;;;
9424;03.12.2013;SALE;BHaP05MBlu;1;110;;;
9425;03.12.2013;SALE;BPlS01WGry;1;110;;;
9426;03.12.2013;SALE;BPlS02WGry;1;110;;;
9427;03.12.2013;SALE;BPlS03MBla;3;110;;;
9428;03.12.2013;SALE;BPlS03MGry;1;110;;;
9429;03.12.2013;SALE;BPlS04MBla;1;110;;;
9430;03.12.2013;SALE;BPlS04MGry;1;110;;;
9431;03.12.2013;SALE;BPlS05WBla;1;110;;;
9432;03.12.2013;SALE;CIrM00UEco;2;35;;;
9433;03.12.2013;SALE;CSeC00UBla;1;35;;;
9434;03.12.2013;SALE;KQeN04WBla;5;55;;;
9435;03.12.2013;SALE;KQeN05WBla;2;55;;;
9436;03.12.2013;SALE;QPlS00UWhi;1;40;;;
9437;03.12.2013;SALE;TCzK00UBla;1;95;;;
9438;03.12.2013;SALE;TCzK00UBla;2;95;;;
9439;03.12.2013;SALE;TCzK00UWhi;2;95;;;
9440;03.12.2013;SALE;TCzK00UWhi;2;95;;;
9441;03.12.2013;SALE;THaP00UWhi;3;95;;;
9442;04.12.2013;SALE;BCzK01WPin;2;110;;;
9443;04.12.2013;SALE;BCzK02WPin;2;110;;;
9444;04.12.2013;SALE;BHaP03MBla;2;110;;;
9445;04.12.2013;SALE;BHaP03WBla;3;110;;;
9446;04.12.2013;SALE;BHaP04WBla;1;110;;;
9447;04.12.2013;SALE;BPlS01WWhi;1;110;;;
9448;04.12.2013;SALE;BPlS02WWhi;2;110;;;
9449;04.12.2013;SALE;BPlS03WGry;1;110;;;
9450;04.12.2013;SALE;BPlS04WGry;1;110;;;
9451;04.12.2013;SALE;BPlS05MBla;2;110;;;
9452;04.12.2013;SALE;BPlS05MGry;2;110;;;
9453;04.12.2013;SALE;CIrM00UBlu;2;35;;;
9454;04.12.2013;SALE;CPlS00UBla;2;35;;;
9455;04.12.2013;SALE;CSeC00UGry;1;35;;;
9456;04.12.2013;SALE;CStW00UGry;1;35;;;
9457;04.12.2013;SALE;KQeN01WGry;1;55;;;
9458;04.12.2013;SALE;KQeN02WGry;5;55;;;
9459;04.12.2013;SALE;QHaP00UGry;1;60;;;
9460;04.12.2013;SALE;QHaP00UWhi;2;60;;;
9461;04.12.2013;SALE;QIrM00UBla;2;60;;;
9462;04.12.2013;SALE;QIrM00UGry;2;60;;;
9463;04.12.2013;SALE;QStW00UGry;2;60;;;
9464;04.12.2013;SALE;TCzK00UWhi;2;95;;;
9465;04.12.2013;SALE;TCzK00UWhi;2;95;;;
9466;05.12.2013;SALE;BCzK03WPin;2;110;;;
9467;05.12.2013;SALE;BCzK04WPin;1;110;;;
9468;05.12.2013;SALE;BHaP01WWhi;3;110;;;
9469;05.12.2013;SALE;BHaP04MBla;2;110;;;
9470;05.12.2013;SALE;BHaP05MBla;2;110;;;
9471;05.12.2013;SALE;BHaP05WBla;1;110;;;
9472;05.12.2013;SALE;BPlS01MWhi;3;110;;;
9473;05.12.2013;SALE;BPlS01WBla;1;110;;;
9474;05.12.2013;SALE;BPlS02MWhi;2;110;;;
9475;05.12.2013;SALE;BPlS02WBla;1;110;;;
9476;05.12.2013;SALE;BPlS03WWhi;3;110;;;
9477;05.12.2013;SALE;BPlS04WWhi;1;110;;;
9478;05.12.2013;SALE;BPlS05WGry;1;110;;;
9479;05.12.2013;SALE;CPlS00UWhi;2;35;;;
9480;05.12.2013;SALE;CQeN00UBla;2;35;;;
9481;05.12.2013;SALE;CSeC00UPin;2;35;;;
9482;05.12.2013;SALE;CStW00UGrn;1;35;;;
9483;05.12.2013;SALE;KIrM01WBla;2;55;;;
9484;05.12.2013;SALE;KIrM02WBla;2;55;;;
9485;05.12.2013;SALE;KQeN03WGry;2;55;;;
9486;05.12.2013;SALE;KQeN04WGry;1;55;;;
9487;05.12.2013;SALE;QHaP00UEco;1;60;;;
9488;05.12.2013;SALE;QHaP00UWhi;2;60;;;
9489;05.12.2013;SALE;QIrM00UEco;2;60;;;
9490;05.12.2013;SALE;QIrM00UGry;2;60;;;
9491;05.12.2013;SALE;QPlS00UGry;1;40;;;
9492;05.12.2013;SALE;QThS00UBla;1;60;;;
9493;05.12.2013;SALE;TCzK00UEco;2;95;;;
9494;05.12.2013;SALE;TCzK00UGry;2;95;;;
9495;05.12.2013;SALE;THaP00UWhi;2;95;;;
9496;06.12.2013;SALE;BCzK05WPin;2;110;;;
9497;06.12.2013;SALE;BHaP01MWhi;1;110;;;
9498;06.12.2013;SALE;BHaP02MWhi;2;110;;;
9499;06.12.2013;SALE;BHaP02WWhi;1;110;;;
9500;06.12.2013;SALE;BPlS01WBlu;1;110;;;
9501;06.12.2013;SALE;BPlS02WBlu;1;110;;;
9502;06.12.2013;SALE;BPlS03MWhi;1;110;;;
9503;06.12.2013;SALE;BPlS03WBla;4;110;;;
9504;06.12.2013;SALE;BPlS04MWhi;2;110;;;
9505;06.12.2013;SALE;BPlS04WBla;2;110;;;
9506;06.12.2013;SALE;BPlS05WWhi;2;110;;;
9507;06.12.2013;SALE;CHaP00UBla;1;35;;;
9508;06.12.2013;SALE;CPlS00UPin;2;35;;;
9509;06.12.2013;SALE;CQeN00UGry;2;35;;;
9510;06.12.2013;SALE;CSeC00UBlu;1;35;;;
9511;06.12.2013;SALE;KIrM03WBla;4;55;;;
9512;06.12.2013;SALE;KIrM04WBla;2;55;;;
9513;06.12.2013;SALE;KQeN01MWhi;2;55;;;
9514;06.12.2013;SALE;KQeN05WGry;5;55;;;
9515;06.12.2013;SALE;QIrM00UEco;2;60;;;
9516;06.12.2013;SALE;QLeZ00UBla;2;60;;;
9517;06.12.2013;SALE;QPlS00UBlu;1;40;;;
9518;06.12.2013;SALE;QStW00UBla;2;60;;;
9519;06.12.2013;SALE;QThS00UBla;1;60;;;
9520;06.12.2013;SALE;QThS00UGry;2;60;;;
9521;06.12.2013;SALE;THaP00UWhi;1;95;;;
9522;07.12.2013;SALE;BCzK01WGry;2;110;;;
9523;07.12.2013;SALE;BCzK02WGry;1;110;;;
9524;07.12.2013;SALE;BHaP03MWhi;2;110;;;
9525;07.12.2013;SALE;BHaP03WWhi;1;110;;;
9526;07.12.2013;SALE;BHaP04WWhi;1;110;;;
9527;07.12.2013;SALE;BPlS01WGry;1;110;;;
9528;07.12.2013;SALE;BPlS02WGry;1;110;;;
9529;07.12.2013;SALE;BPlS03WBlu;1;110;;;
9530;07.12.2013;SALE;BPlS04WBlu;1;110;;;
9531;07.12.2013;SALE;BPlS05MWhi;3;110;;;
9532;07.12.2013;SALE;BPlS05WBla;1;110;;;
9533;07.12.2013;SALE;CHaP00UWhi;1;35;;;
9534;07.12.2013;SALE;CPlS00ULBl;2;35;;;
9535;07.12.2013;SALE;CQeN00UPin;2;35;;;
9536;07.12.2013;SALE;CSeC00URed;1;35;;;
9537;07.12.2013;SALE;KIrM01WGry;4;55;;;
9538;07.12.2013;SALE;KIrM05WBla;2;55;;;
9539;07.12.2013;SALE;KQeN02MWhi;1;55;;;
9540;07.12.2013;SALE;KQeN03MWhi;5;55;;;
9541;07.12.2013;SALE;QLeZ00UBla;2;60;;;
9542;07.12.2013;SALE;QLeZ00UWhi;3;60;;;
9543;07.12.2013;SALE;QPlS00UBla;1;40;;;
9544;07.12.2013;SALE;QThS00UWhi;1;60;;;
9545;07.12.2013;SALE;THaP00UEco;2;95;;;
9546;07.12.2013;SALE;THaP00UWhi;1;95;;;
9547;07.12.2013;SALE;TStW00UBla;1;95;;;
9548;08.12.2013;SALE;BCzK03WGry;2;110;;;
9549;08.12.2013;SALE;BCzK04WGry;2;110;;;
9550;08.12.2013;SALE;BHaP01WGry;1;110;;;
9551;08.12.2013;SALE;BHaP04MWhi;1;110;;;
9552;08.12.2013;SALE;BHaP05MWhi;2;110;;;
9553;08.12.2013;SALE;BHaP05WWhi;3;110;;;
9554;08.12.2013;SALE;BPlS01MGry;1;110;;;
9555;08.12.2013;SALE;BPlS01WWhi;2;110;;;
9556;08.12.2013;SALE;BPlS02MGry;2;110;;;
9557;08.12.2013;SALE;BPlS02WWhi;4;110;;;
9558;08.12.2013;SALE;BPlS03WGry;1;110;;;
9559;08.12.2013;SALE;BPlS04WGry;2;110;;;
9560;08.12.2013;SALE;BPlS05WBlu;1;110;;;
9561;08.12.2013;SALE;CHaP00UGry;1;35;;;
9562;08.12.2013;SALE;CQeN00UBlu;2;35;;;
9563;08.12.2013;SALE;KIrM02WGry;2;55;;;
9564;08.12.2013;SALE;KIrM03WGry;2;55;;;
9565;08.12.2013;SALE;KQeN04MWhi;2;55;;;
9566;08.12.2013;SALE;KQeN05MWhi;1;55;;;
9567;08.12.2013;SALE;QLeZ00UGry;3;60;;;
9568;08.12.2013;SALE;QLeZ00UWhi;1;60;;;
9569;08.12.2013;SALE;QPlS00UWhi;1;40;;;
9570;08.12.2013;SALE;TCzK00UGry;2;95;;;
9571;08.12.2013;SALE;THaP00UEco;1;95;;;
9572;08.12.2013;SALE;THaP00UGry;1;95;;;
9573;08.12.2013;SALE;THaP00UWhi;1;95;;;
9574;09.12.2013;SALE;BCzK01WBla;1;110;;;
9575;09.12.2013;SALE;BCzK02WBla;3;110;;;
9576;09.12.2013;SALE;BCzK05WGry;2;110;;;
9577;09.12.2013;SALE;BHaP01MGry;2;110;;;
9578;09.12.2013;SALE;BHaP02MGry;2;110;;;
9579;09.12.2013;SALE;BHaP02WGry;1;110;;;
9580;09.12.2013;SALE;BPlS01MBla;1;110;;;
9581;09.12.2013;SALE;BPlS02MBla;1;110;;;
9582;09.12.2013;SALE;BPlS03MGry;3;110;;;
9583;09.12.2013;SALE;BPlS03WWhi;1;110;;;
9584;09.12.2013;SALE;BPlS04MGry;2;110;;;
9585;09.12.2013;SALE;BPlS04WWhi;1;110;;;
9586;09.12.2013;SALE;BPlS05WGry;3;110;;;
9587;09.12.2013;SALE;CThS00UBla;1;35;;;
9588;09.12.2013;SALE;KIrM04WGry;4;55;;;
9589;09.12.2013;SALE;KIrM05WGry;2;55;;;
9590;09.12.2013;SALE;KQeN01MBla;5;55;;;
9591;09.12.2013;SALE;KQeN02MBla;2;55;;;
9592;09.12.2013;SALE;QLeZ00UEco;4;60;;;
9593;09.12.2013;SALE;QLeZ00UGry;1;60;;;
9594;09.12.2013;SALE;THaP00UEco;1;95;;;
9595;09.12.2013;SALE;THaP00UGry;1;95;;;
9596;09.12.2013;SALE;THaP00UWhi;1;95;;;
9597;10.12.2013;SALE;BCzK01MBla;1;110;;;
9598;10.12.2013;SALE;BCzK02MBla;2;110;;;
9599;10.12.2013;SALE;BCzK03WBla;1;110;;;
9600;10.12.2013;SALE;BCzK04WBla;1;110;;;
9601;10.12.2013;SALE;BHaP03MGry;1;110;;;
9602;10.12.2013;SALE;BHaP03WGry;3;110;;;
9603;10.12.2013;SALE;BHaP04WGry;1;110;;;
9604;10.12.2013;SALE;BPlS01WBla;2;110;;;
9605;10.12.2013;SALE;BPlS01WBlu;1;110;;;
9606;10.12.2013;SALE;BPlS02WBla;2;110;;;
9607;10.12.2013;SALE;BPlS02WBlu;2;110;;;
9608;10.12.2013;SALE;BPlS03MBla;1;110;;;
9609;10.12.2013;SALE;BPlS04MBla;1;110;;;
9610;10.12.2013;SALE;BPlS05MGry;1;110;;;
9611;10.12.2013;SALE;BPlS05WWhi;4;110;;;
9612;10.12.2013;SALE;CPlS00UBla;1;35;;;
9613;10.12.2013;SALE;CThS00UWhi;1;35;;;
9614;10.12.2013;SALE;KIrM01MBla;2;55;;;
9615;10.12.2013;SALE;KIrM02MBla;4;55;;;
9616;10.12.2013;SALE;KQeN03MBla;1;55;;;
9617;10.12.2013;SALE;KQeN04MBla;5;55;;;
9618;10.12.2013;SALE;QLeZ00UEco;2;60;;;
9619;10.12.2013;SALE;QPlS00UGry;1;40;;;
9620;10.12.2013;SALE;QQeN00UBla;4;60;;;
9621;10.12.2013;SALE;THaP00UEco;1;95;;;
9622;10.12.2013;SALE;THaP00UGry;1;95;;;
9623;11.12.2013;SALE;BCzK03MBla;2;110;;;
9624;11.12.2013;SALE;BCzK04MBla;1;110;;;
9625;11.12.2013;SALE;BCzK05WBla;3;110;;;
9626;11.12.2013;SALE;BHaP01WPin;1;110;;;
9627;11.12.2013;SALE;BHaP04MGry;2;110;;;
9628;11.12.2013;SALE;BHaP05MGry;2;110;;;
9629;11.12.2013;SALE;BHaP05WGry;1;110;;;
9630;11.12.2013;SALE;BPlS01WGry;2;110;;;
9631;11.12.2013;SALE;BPlS02WGry;1;110;;;
9632;11.12.2013;SALE;BPlS03WBla;1;110;;;
9633;11.12.2013;SALE;BPlS03WBlu;1;110;;;
9634;11.12.2013;SALE;BPlS04WBla;1;110;;;
9635;11.12.2013;SALE;BPlS04WBlu;1;110;;;
9636;11.12.2013;SALE;BPlS05MBla;1;110;;;
9637;11.12.2013;SALE;CPlS00UWhi;1;35;;;
9638;11.12.2013;SALE;CThS00URed;1;35;;;
9639;11.12.2013;SALE;KIrM03MBla;2;55;;;
9640;11.12.2013;SALE;KIrM04MBla;2;55;;;
9641;11.12.2013;SALE;KQeN01MGry;1;55;;;
9642;11.12.2013;SALE;KQeN05MBla;2;55;;;
9643;11.12.2013;SALE;QPlS00UBlu;1;40;;;
9644;11.12.2013;SALE;QQeN00UBla;2;60;;;
9645;11.12.2013;SALE;QQeN00UWhi;4;60;;;
9646;11.12.2013;SALE;THaP00UEco;1;95;;;
9647;12.12.2013;SALE;BCzK01WPin;1;110;;;
9648;12.12.2013;SALE;BCzK02WPin;1;110;;;
9649;12.12.2013;SALE;BCzK05MBla;2;110;;;
9650;12.12.2013;SALE;BHaP01MRed;1;110;;;
9651;12.12.2013;SALE;BHaP02MRed;2;110;;;
9652;12.12.2013;SALE;BHaP02WPin;3;110;;;
9653;12.12.2013;SALE;BPlS01MWhi;1;110;;;
9654;12.12.2013;SALE;BPlS02MWhi;1;110;;;
9655;12.12.2013;SALE;BPlS03WGry;2;110;;;
9656;12.12.2013;SALE;BPlS04WGry;4;110;;;
9657;12.12.2013;SALE;BPlS05WBla;2;110;;;
9658;12.12.2013;SALE;BPlS05WBlu;1;110;;;
9659;12.12.2013;SALE;CIrM00UBla;1;35;;;
9660;12.12.2013;SALE;CPlS00UPin;1;35;;;
9661;12.12.2013;SALE;CSeC00UBla;1;35;;;
9662;12.12.2013;SALE;KIrM01MGry;2;55;;;
9663;12.12.2013;SALE;KIrM05MBla;4;55;;;
9664;12.12.2013;SALE;KQeN02MGry;5;55;;;
9665;12.12.2013;SALE;KQeN03MGry;2;55;;;
9666;12.12.2013;SALE;QCzK00UBla;2;40;;;
9667;12.12.2013;SALE;QHaP00UGry;1;60;;;
9668;12.12.2013;SALE;QPlS00UBla;1;40;;;
9669;12.12.2013;SALE;QQeN00UGry;4;60;;;
9670;12.12.2013;SALE;QQeN00UWhi;2;60;;;
9671;12.12.2013;SALE;QSeC00UBla;2;40;;;
9672;12.12.2013;SALE;QStW00UWhi;1;60;;;
9673;12.12.2013;SALE;QThS00UEco;1;60;;;
9674;13.12.2013;SALE;BCzK01MWhi;2;110;;;
9675;13.12.2013;SALE;BCzK02MWhi;2;110;;;
9676;13.12.2013;SALE;BCzK03WPin;1;110;;;
9677;13.12.2013;SALE;BCzK04WPin;3;110;;;
9678;13.12.2013;SALE;BHaP03MRed;2;110;;;
9679;13.12.2013;SALE;BHaP03WPin;1;110;;;
9680;13.12.2013;SALE;BHaP04WPin;1;110;;;
9681;13.12.2013;SALE;BPlS01MBla;2;110;;;
9682;13.12.2013;SALE;BPlS01WWhi;1;110;;;
9683;13.12.2013;SALE;BPlS02MBla;3;110;;;
9684;13.12.2013;SALE;BPlS02WWhi;1;110;;;
9685;13.12.2013;SALE;BPlS03MWhi;1;110;;;
9686;13.12.2013;SALE;BPlS04MWhi;1;110;;;
9687;13.12.2013;SALE;BPlS05WGry;1;110;;;
9688;13.12.2013;SALE;CIrM00UWhi;2;35;;;
9689;13.12.2013;SALE;CPlS00ULBl;1;35;;;
9690;13.12.2013;SALE;CSeC00UGry;1;35;;;
9691;13.12.2013;SALE;KIrM02MGry;2;55;;;
9692;13.12.2013;SALE;KIrM03MGry;4;55;;;
9693;13.12.2013;SALE;KQeN04MGry;1;55;;;
9694;13.12.2013;SALE;KQeN05MGry;5;55;;;
9695;13.12.2013;SALE;QCzK00UWhi;2;40;;;
9696;13.12.2013;SALE;QHaP00UEco;1;60;;;
9697;13.12.2013;SALE;QPlS00UWhi;1;40;;;
9698;13.12.2013;SALE;QQeN00UEco;4;60;;;
9699;13.12.2013;SALE;QQeN00UGry;2;60;;;
9700;13.12.2013;SALE;QSeC00UWhi;2;40;;;
9701;13.12.2013;SALE;QThS00UBla;1;60;;;
9702;13.12.2013;SALE;TStW00UBla;1;95;;;
9703;13.12.2013;SALE;TStW00UGry;1;95;;;
9704;14.12.2013;SALE;BCzK03MWhi;1;110;;;
9705;14.12.2013;SALE;BCzK04MWhi;2;110;;;
9706;14.12.2013;SALE;BCzK05WPin;1;110;;;
9707;14.12.2013;SALE;BHaP01WLBl;1;110;;;
9708;14.12.2013;SALE;BHaP04MRed;2;110;;;
9709;14.12.2013;SALE;BHaP05MRed;1;110;;;
9710;14.12.2013;SALE;BHaP05WPin;3;110;;;
9711;14.12.2013;SALE;BPlS01WBlu;1;110;;;
9712;14.12.2013;SALE;BPlS02WBlu;4;110;;;
9713;14.12.2013;SALE;BPlS03MBla;1;110;;;
9714;14.12.2013;SALE;BPlS03WWhi;2;110;;;
9715;14.12.2013;SALE;BPlS04MBla;2;110;;;
9716;14.12.2013;SALE;BPlS04WWhi;2;110;;;
9717;14.12.2013;SALE;BPlS05MWhi;1;110;;;
9718;14.12.2013;SALE;CIrM00UGry;1;35;;;
9719;14.12.2013;SALE;CSeC00UPin;1;35;;;
9720;14.12.2013;SALE;KIrM04MGry;2;55;;;
9721;14.12.2013;SALE;KIrM05MGry;2;55;;;
9722;14.12.2013;SALE;QCzK00UGry;2;40;;;
9723;14.12.2013;SALE;QQeN00UEco;2;60;;;
9724;14.12.2013;SALE;QSeC00UGry;2;40;;;
9725;14.12.2013;SALE;QThS00UBla;1;60;;;
9726;15.12.2013;SALE;BCzK01WGry;1;110;;;
9727;15.12.2013;SALE;BCzK02WGry;3;110;;;
9728;15.12.2013;SALE;BCzK05MWhi;2;110;;;
9729;15.12.2013;SALE;BHaP01MBlu;2;110;;;
9730;15.12.2013;SALE;BHaP02MBlu;2;110;;;
9731;15.12.2013;SALE;BHaP02WLBl;1;110;;;
9732;15.12.2013;SALE;BPlS01MGry;1;110;;;
9733;15.12.2013;SALE;BPlS02MGry;1;110;;;
9734;15.12.2013;SALE;BPlS03WBlu;2;110;;;
9735;15.12.2013;SALE;BPlS04WBlu;1;110;;;
9736;15.12.2013;SALE;BPlS05MBla;1;110;;;
9737;15.12.2013;SALE;BPlS05WWhi;1;110;;;
